customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0538,Female,1,No,No,60,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),54.77,4452.32,No
C0539,Male,1,Yes,No,62,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Mailed check,22.53,4566.71,No
C0540,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),29.32,144.7,No
C0541,Male,0,No,No,45,Yes,No phone service,No,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,32.21,4254.5,No
C0542,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,55.21,5308.81,No
C0543,Male,1,Yes,No,44,No,No,No,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,79.95,5605.15,No
C0544,Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,No,Mailed check,49.37,2835.21,No
C0545,Male,1,Yes,No,54,No,No,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24.68,4015.42,No
C0546,Male,1,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),45.01,5415.19,No
C0547,Female,1,No,No,60,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),59.69,3650.89,No
C0548,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),119.21,8178.83,No
C0549,Female,0,Yes,No,62,No,No phone service,No,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,58.08,6001.56,Yes
C0550,Female,0,No,Yes,4,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),27.1,28.8,Yes
C0551,Male,1,Yes,No,3,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,77.27,215.46,No
C0552,Female,1,Yes,No,8,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),111.8,5873.13,No
C0553,Male,1,Yes,No,40,No,No,No,No,No,No,No internet service,Yes,No,One year,Yes,Mailed check,98.24,3518.06,No
C0554,Female,0,No,Yes,51,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),103.29,7138.39,No
C0555,Female,0,Yes,Yes,16,No,No,DSL,No internet service,Yes,No internet service,No,No,No,One year,No,Bank transfer (automatic),112.68,1485.52,No
C0556,Female,1,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),82.93,135.28,Yes
C0557,Female,1,No,Yes,62,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),119.48,3309.71,Yes
C0558,Female,1,Yes,Yes,54,No,No phone service,DSL,No,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),21.39,6261.3,No
C0559,Female,1,No,Yes,47,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,103.15,8260.19,Yes
C0560,Female,0,No,Yes,35,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.42,7513.15,No
C0561,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,111.5,4123.92,No
C0562,Male,0,No,Yes,2,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,66.77,6912.32,Yes
C0563,Male,1,Yes,No,14,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.35,614.54,No
C0564,Female,1,Yes,No,64,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,37.9,4872.01,Yes
C0565,Male,0,Yes,Yes,25,No,Yes,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,79.52,7857.9,No
C0566,Male,1,No,Yes,51,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,54.58,3380.14,No
C0567,Male,1,No,Yes,50,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.81,8161.57,No
C0568,Female,1,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),86.91,1889.85,No
C0569,Female,1,No,Yes,15,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,53.4,913.99,No
C0570,Female,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),40.06,4469.03,No
C0571,Male,0,No,No,7,No,No,No,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,50.81,7713.27,Yes
C0572,Male,1,No,No,36,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,85.72,2658.27,No
C0573,Male,1,Yes,Yes,64,No,No,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Mailed check,87.04,6804.96,No
C0574,Male,0,No,No,51,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,93.61,1453.13,No
C0575,Male,0,Yes,No,55,No,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.91,6341.93,No
C0576,Female,1,Yes,No,6,No,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,101.49,4742.7,Yes
C0577,Female,1,Yes,No,15,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Mailed check,88.19,1502.49,No
C0578,Female,0,No,No,20,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),21.11,6108.82,Yes
C0579,Male,1,No,Yes,21,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.23,6072.08,No
C0580,Male,0,Yes,No,14,No,No,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),65.6,4389.92,No
C0581,Female,0,Yes,No,70,No,No,DSL,Yes,No,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),54.78,1930.42,No
C0582,Male,1,Yes,Yes,12,No,No,No,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.98,1140.12,Yes
C0583,Male,0,No,Yes,51,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),39.15,8137.44,No
C0584,Male,1,Yes,No,42,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,20.51,5580.6,No
C0585,Female,0,No,Yes,44,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,27.49,6881.99,No
C0586,Female,1,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),45.16,5929.7,No
C0587,Male,0,Yes,No,22,No,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,101.64,7053.6,No
C0588,Female,1,No,No,44,No,Yes,DSL,No,No,No internet service,No internet service,No,Yes,One year,No,Mailed check,71.72,1396.25,No
C0589,Female,0,Yes,No,22,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),61.3,4233.13,No
C0590,Female,1,Yes,Yes,50,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.54,5676.55,No
C0591,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Two year,No,Mailed check,73.23,894.95,Yes
C0592,Male,0,No,No,6,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),31.41,1289.93,No
C0593,Female,0,Yes,No,52,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.71,5395.44,No
C0594,Male,1,Yes,Yes,44,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,40.7,7386.36,Yes
C0595,Female,0,Yes,Yes,4,Yes,No,No,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,79.2,5619.65,No
C0596,Female,1,No,Yes,64,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),65.09,325.09,Yes
C0597,Female,1,No,No,1,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,57.53,8249.21,No
C0598,Female,1,No,Yes,68,No,Yes,DSL,Yes,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,74.78,1201.3,Yes
C0599,Female,1,Yes,No,52,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,116.95,1990.59,No
C0600,Female,0,No,Yes,71,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),50.05,8287.67,No
C0601,Female,1,Yes,No,68,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),71.06,6557.9,Yes
C0602,Female,1,No,Yes,23,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,67.0,7962.04,No
C0603,Male,0,No,No,54,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,One year,No,Mailed check,91.1,6859.75,No
C0604,Female,0,No,No,15,No,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),92.49,5546.01,No
C0605,Female,1,No,Yes,34,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,92.37,2431.58,Yes
C0606,Male,0,No,Yes,18,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),38.55,2790.61,No
C0607,Female,1,Yes,No,35,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,63.81,8052.75,No
C0608,Female,0,No,No,62,No,Yes,DSL,No internet service,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.74,7317.83,No
C0609,Female,0,No,No,31,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),56.92,3067.2,No
C0610,Female,1,No,No,7,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Credit card (automatic),118.39,3184.05,No
C0611,Male,0,No,No,24,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Electronic check,55.21,2543.04,No
C0612,Female,1,Yes,No,56,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,68.76,2784.24,Yes
C0613,Male,1,No,Yes,38,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),66.4,7318.18,No
C0614,Female,0,Yes,No,40,No,Yes,No,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Mailed check,62.23,107.12,No
C0615,Female,0,No,Yes,31,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),104.25,3716.6,No
C0616,Male,1,No,Yes,21,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),33.84,8015.17,Yes
C0617,Male,1,Yes,Yes,43,Yes,No,No,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,75.9,4620.64,No
C0618,Male,0,No,Yes,45,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,81.1,3838.68,No
C0619,Male,1,No,Yes,64,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),104.82,2667.52,No
C0620,Male,0,No,No,44,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),80.14,644.93,No
C0621,Male,0,Yes,Yes,71,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),115.92,1922.09,No
C0622,Male,1,Yes,Yes,59,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Mailed check,106.96,785.27,No
C0623,Male,0,No,Yes,6,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,53.57,1092.66,Yes
C0624,Female,1,No,No,28,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,105.71,1404.95,No
C0625,Male,1,No,No,28,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,No,Electronic check,115.76,2579.81,No
C0626,Male,1,No,No,1,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,44.23,111.44,No
C0627,Male,1,Yes,Yes,13,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,80.24,8077.12,Yes
C0628,Female,0,No,No,55,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),46.74,1068.23,Yes
C0629,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,84.26,3267.87,No
C0630,Female,1,No,Yes,11,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),27.55,7478.15,Yes
C0631,Male,1,No,No,21,No,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.89,921.91,No
C0632,Male,0,No,Yes,20,No,Yes,No,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,60.82,4119.93,Yes
C0633,Male,1,No,No,13,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),77.91,7183.45,No
C0634,Male,0,Yes,No,8,No,No phone service,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.64,4742.16,No
C0635,Female,1,Yes,Yes,55,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),88.94,1802.13,No
C0636,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.59,6256.59,No
C0637,Male,1,No,Yes,36,Yes,Yes,No,No internet service,No,No,No,No,Yes,One year,No,Mailed check,81.78,5797.13,No
C0638,Female,0,Yes,Yes,44,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),50.2,3090.06,No
C0639,Female,0,No,No,66,No,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,32.87,410.68,Yes
C0640,Female,1,Yes,No,60,No,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),62.41,84.71,No
C0641,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,114.29,7018.98,No
C0642,Female,0,Yes,No,68,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,41.23,2745.45,No
C0643,Male,1,Yes,Yes,5,No,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),86.94,1186.56,Yes
C0644,Female,0,Yes,No,2,No,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),23.08,4416.35,Yes
C0645,Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,91.25,7828.51,No
C0646,Male,0,No,No,53,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),42.32,89.93,Yes
C0647,Female,1,No,No,6,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,494.21,Yes
C0648,Female,1,No,No,21,No,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,No,Mailed check,55.51,3555.38,Yes
C0649,Female,1,Yes,No,19,No,No,No,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),29.51,5751.54,No
C0650,Male,0,No,Yes,29,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,One year,No,Credit card (automatic),53.25,4056.28,Yes
C0651,Female,0,No,Yes,71,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.71,7631.01,Yes
C0652,Male,0,No,Yes,24,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),71.25,391.93,Yes
C0653,Female,1,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),117.18,2903.07,No
C0654,Female,0,No,No,9,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,65.94,2998.13,Yes
C0655,Female,0,No,Yes,15,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),111.27,2902.96,Yes
C0656,Female,1,Yes,No,10,No,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.08,4154.55,No
C0657,Female,1,Yes,No,41,No,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),28.97,6723.67,No
C0658,Male,1,No,Yes,30,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),41.48,2714.28,Yes
C0659,Male,0,Yes,Yes,36,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,59.57,6332.71,Yes
C0660,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,Yes,Mailed check,51.19,1260.32,Yes
C0661,Female,1,No,Yes,42,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,106.31,4774.07,No
C0662,Male,0,Yes,No,12,No,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,87.22,3199.5,Yes
C0663,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),76.99,4591.59,No
C0664,Female,1,Yes,No,23,No,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),68.11,931.93,No
C0665,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,58.52,8105.27,No
C0666,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.44,7704.51,Yes
C0667,Female,1,No,Yes,10,No,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),30.71,7027.49,No
C0668,Female,1,Yes,Yes,53,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,34.58,7590.58,No
C0669,Male,1,No,Yes,31,No,No,DSL,No internet service,Yes,No,No,No internet service,No,One year,No,Electronic check,48.92,1262.21,No
C0670,Female,1,No,Yes,7,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,35.46,4290.57,Yes
C0671,Female,1,No,Yes,49,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),87.06,2714.51,No
C0672,Female,0,No,No,15,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,20.53,7544.81,No
C0673,Male,1,Yes,Yes,62,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),34.34,1624.81,No
C0674,Female,1,No,No,60,Yes,No,No,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,110.07,1883.58,No
C0675,Female,1,No,Yes,27,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,119.75,5842.71,No
C0676,Female,0,No,Yes,40,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,67.73,772.05,No
C0677,Male,0,No,No,41,Yes,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,68.53,6229.94,No
C0678,Female,1,No,No,47,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,96.89,2292.26,No
C0679,Female,1,Yes,No,5,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.69,5624.05,No
C0680,Female,1,Yes,No,24,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,61.56,7423.11,Yes
C0681,Male,0,Yes,Yes,13,No,No,No,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,28.18,5188.72,Yes
C0682,Female,0,Yes,Yes,50,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,58.89,1821.98,No
C0683,Female,1,No,No,5,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.35,435.02,No
C0684,Male,0,No,No,37,No,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Mailed check,94.87,396.42,Yes
C0685,Female,1,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.47,771.3,No
C0686,Male,0,Yes,Yes,68,No,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,4936.02,No
C0687,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,80.03,2971.58,No
C0688,Male,1,No,No,1,No,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),94.93,2080.03,Yes
C0689,Female,0,No,Yes,52,Yes,No,No,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.23,1878.16,No
C0690,Female,1,No,Yes,1,Yes,No,No,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,65.33,8063.87,No
C0691,Female,1,No,No,5,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),47.84,1025.8,Yes
C0692,Female,1,No,Yes,71,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,71.06,2603.44,No
C0693,Female,0,Yes,Yes,62,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),44.37,4017.07,No
C0694,Male,0,No,Yes,51,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),67.64,21.81,No
C0695,Male,1,Yes,No,60,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,32.91,7829.52,No
C0696,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,Yes,Electronic check,75.67,858.55,Yes
C0697,Female,0,Yes,Yes,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.02,5806.72,Yes
C0698,Male,0,Yes,Yes,22,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,47.95,5352.04,Yes
C0699,Male,1,Yes,No,2,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.9,6880.48,Yes
C0700,Female,0,No,Yes,64,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),34.58,5543.07,No
C0701,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116.16,6543.94,Yes
C0702,Male,1,Yes,Yes,39,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,No,Mailed check,63.59,3591.03,No
C0703,Male,0,No,No,61,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),53.93,4163.19,Yes
C0704,Male,1,Yes,No,53,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),20.98,5969.5,Yes
C0705,Female,1,Yes,No,17,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),104.01,4839.4,Yes
C0706,Male,1,No,Yes,34,Yes,Yes,No,No,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),81.84,4356.87,No
C0707,Female,1,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,60.47,1761.55,No
C0708,Male,0,No,Yes,55,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),43.04,2207.27,No
C0709,Male,0,No,No,31,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,3058.77,Yes
C0710,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),114.44,96.75,No
C0711,Female,0,Yes,No,57,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Credit card (automatic),56.84,3558.08,No
C0712,Female,1,No,No,63,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,31.76,41.48,No
C0713,Female,1,No,Yes,35,No,No,No,No internet service,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),29.14,4810.46,Yes
C0714,Female,1,No,No,2,No,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.65,5989.57,Yes
C0715,Female,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,93.88,4786.14,Yes
C0716,Female,1,Yes,Yes,64,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Mailed check,118.1,5900.44,No
